Address,Mean-E2E_Latency
01:0c:cd:01:00:01,0.00003029972010573783237443632406
01:0c:cd:01:00:02,0.00003074651270207852193995381062
01:0c:cd:01:00:03,0.00001527196392473954283937179288
01:0c:cd:01:00:04,0.00001548709376457782615456383144
