Address,Mean-E2E_Latency
01:0c:cd:01:00:01,0.00002745631597398044638335995014
01:0c:cd:01:00:02,0.00002863668283668283668283668284
01:0c:cd:01:00:03,0.00001306874926966073306586686402
01:0c:cd:01:00:04,0.00001331788260039730456121216843
